Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
Ben arous,Hammam Chatt,Hammam Chatt,Land,Vacant land,2533.0,3596000.0,12/10/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Houses,200.0,1500.0,23/11/2023
Ariana,Mnihla,Mnihla,Sale,Other,89.0,370000.0,06/09/2023
Tunis,La Marsa,La Marsa,Sale,Houses,1370.0,3800000.0,01/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,1200.0,150000.0,27/03/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,270.0,790000.0,16/11/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,1.0,1350.0,11/01/2023
Sfax,Mahras,Mahras,Sale,Houses,211.0,115000.0,19/08/2023
Tunis,El Menzah,El Menzah,Rental,Surfaces,30.0,1250.0,22/11/2023
Tunis,El Menzah,El Menzah,Sale,Surfaces,660.0,14000000.0,13/11/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,296.0,780000.0,23/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,800.0,1800000.0,09/11/2023
Ben arous,Hammam Lif,Hammam Lif,Rental,Houses,80.0,400.0,18/10/2023
Ariana,La Soukra,La Soukra,Sale,Houses,200.0,500000.0,02/01/2023
Ben arous,Ezzahra,Ezzahra,Land,Vacant land,850.0,1445000.0,24/11/2023
Ben arous,Fouchana,Fouchana,Offices & Shops,"Workshop, Garage",200.0,1500.0,15/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,280.0,845000.0,02/11/2023
Ariana,La Soukra,La Soukra,Sale,Houses,850.0,1740000.0,26/10/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,328.0,360800.0,16/10/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,130.0,1300.0,09/10/2023
Tunis,El Hrairia,El Hrairia,Sale,3-room apartment,48.0,60000.0,26/05/2023
Tunis,Sidi El Bechir,Sidi El Bechir,Sale,Houses,130.0,140000.0,21/05/2023
Nabeul,Kelibia,Kelibia,Land,Vacant land,180.0,70000.0,27/11/2023
Nabeul,Grombalia,Grombalia,Sale,Surfaces,4750.0,2750000.0,24/04/2023
Ariana,Mnihla,Mnihla,Rental,2-room apartment,50.0,300.0,21/10/2023
Nabeul,Kelibia,Kelibia,Sale,Surfaces,335.0,142000.0,20/10/2023
Tunis,La Marsa,La Marsa,Rental,Houses,200.0,5000.0,19/09/2023
Nabeul,Soliman,Soliman,Rental,3-room apartment,150.0,700.0,11/10/2023
Nabeul,Beni Khiar,Beni Khiar,Land,Vacant land,750.0,866250.0,16/11/2023
Nabeul,Menzel Temime,Menzel Temime,Land,Vacant land,587.0,340000.0,23/09/2022
Ariana,La Soukra,La Soukra,Sale,Houses,530.0,2000000.0,01/07/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,300.0,790000.0,28/11/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,2-room apartment,104.0,560000.0,06/09/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,400.0,6000.0,23/09/2023
Zaghouan,Bir Mcherga,Bir Mcherga,Land,Agricultural land,80000.0,360000.0,17/02/2023
Bizerte,Bizerte Nord,Bizerte Nord,Sale,Houses,170.0,270000.0,07/11/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,800.0,3200000.0,17/02/2023
Tunis,Le Bardo,Le Bardo,Offices & Shops,Other,2060.0,30000.0,20/10/2023
Ariana,Raoued,Raoued,Rental,3-room apartment,100.0,700.0,31/10/2023
Ariana,Mnihla,Mnihla,Sale,Houses,150.0,125000.0,02/11/2023
Sousse,Sousse Riadh,Sousse Riadh,Land,Vacant land,396.0,146520.0,14/07/2022
Tunis,Bab Bhar,Bab Bhar,Sale,2-room apartment,54.0,1600000.0,15/07/2023
Tunis,Bab Bhar,Bab Bhar,Rental,2-room apartment,40.0,550.0,27/11/2023
Sfax,Sfax Ville,Sfax Ville,Sale,4-room apartment,124.0,100000.0,06/06/2023
Ben arous,El Mourouj,El Mourouj,Rental,2-room apartment,140.0,500.0,30/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,420.0,1200000.0,26/10/2023
Sousse,Akouda,Akouda,Sale,3-room apartment,100.0,450000.0,25/09/2023
Sousse,Hammam Sousse,Hammam Sousse,Sale,5-room apartment and more,350.0,700000.0,01/06/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,290.0,900000.0,24/11/2023
Ariana,Mnihla,Mnihla,Rental,2-room apartment,80.0,1250.0,18/09/2023
Monastir,Monastir,Monastir,Land,Agricultural land,13500.0,870000.0,09/11/2023
Ariana,Raoued,Raoued,Offices & Shops,Office,390.0,6500.0,23/05/2022
Sousse,Akouda,Akouda,Land,Vacant land,388.0,155200.0,06/08/2022
Ariana,Raoued,Raoued,Sale,Houses,207.0,310000.0,13/08/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,1.0,1300.0,01/07/2023
Ariana,Ariana Ville,Ariana Ville,Land,Vacant land,270.0,90000.0,09/07/2023
Tunis,La Marsa,La Marsa,Vacation rental,2-room apartment,73.0,140.0,25/10/2023
Mahdia,Mahdia,Mahdia,Sale,2-room apartment,125.0,300672.0,28/11/2022
Ariana,Mnihla,Mnihla,Land,Vacant land,540.0,810000.0,07/10/2023
Ariana,Mnihla,Mnihla,Rental,Houses,180.0,1600.0,04/11/2023
Ariana,Sidi Thabet,Sidi Thabet,Land,Vacant land,1215.0,170000.0,18/03/2023
Ariana,Raoued,Raoued,Land,Vacant land,540.0,270000.0,24/11/2023
Nabeul,Nabeul,Nabeul,Land,Vacant land,171.0,34000.0,22/09/2023
Zaghouan,Bir Mcherga,Bir Mcherga,Land,Agricultural land,100000.0,280000.0,06/08/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Duplex,300.0,1500.0,23/11/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,1.0,2200.0,04/12/2023
Nabeul,Kelibia,Kelibia,Sale,Houses,350.0,310000.0,24/11/2023
Tunis,La Marsa,La Marsa,Rental,Houses,1000.0,6000.0,04/10/2022
Manouba,Mannouba,Mannouba,Rental,Other,25.0,300.0,20/09/2023
Tunis,La Marsa,La Marsa,Rental,Duplex,350.0,4900.0,27/03/2023
Ben arous,Hammam Chatt,Hammam Chatt,Land,Vacant land,372.0,260000.0,25/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,296.0,780000.0,24/10/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,3-room apartment,142.0,588000.0,27/01/2023
Ariana,Ariana Ville,Ariana Ville,Sale,Houses,780.0,1450000.0,17/09/2023
Nabeul,Kelibia,Kelibia,Vacation rental,Houses,110.0,280.0,24/07/2021
Nabeul,Hammamet,Hammamet,Sale,Houses,840.0,2000000.0,01/12/2023
Ariana,Ariana Ville,Ariana Ville,Land,Vacant land,684.0,636000.0,10/06/2023
Bizerte,Bizerte Nord,Bizerte Nord,Rental,3-room apartment,100.0,430.0,14/11/2023
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Office,80.0,3000.0,03/06/2023
Ben arous,El Mourouj,El Mourouj,Sale,4-room apartment,105.0,227000.0,23/10/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,1000.0,1250000.0,16/11/2023
Nabeul,Nabeul,Nabeul,Land,Vacant land,5000.0,150000.0,08/11/2023
Nabeul,Hammamet,Hammamet,Sale,3-room apartment,200.0,780000.0,14/09/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Houses,155.0,1200.0,13/11/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Surfaces,300.0,1750.0,26/10/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,108.0,250000.0,22/09/2023
Ben arous,Hammam Chatt,Hammam Chatt,Rental,Houses,1602.0,1800.0,20/08/2023
Nabeul,Hammamet,Hammamet,Rental,4-room apartment,100.0,1300.0,03/03/2023
Nabeul,Dar Chaabane Elfehri,Dar Chaabane Elfehri,Rental,3-room apartment,80.0,550.0,11/11/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,92.0,257000.0,05/12/2023
Sfax,Sfax Ville,Sfax Ville,Land,Vacant land,450.0,265000.0,09/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,920.0,630000.0,26/09/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,489.0,391200.0,13/02/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,106.0,2200.0,27/11/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,119.0,237000.0,26/10/2023
Nabeul,Kelibia,Kelibia,Sale,Other,700.0,1300000.0,24/11/2023
Ben arous,Rades,Rades,Sale,Houses,450.0,580000.0,24/05/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,143.0,2000.0,12/04/2023
Sfax,Sfax Sud,Sfax Sud,Rental,Surfaces,350.0,850.0,16/08/2023
Nabeul,Beni Khiar,Beni Khiar,Land,Agricultural land,2400.0,50000.0,14/10/2023
Ariana,La Soukra,La Soukra,Rental,2-room apartment,95.0,650.0,22/09/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,353.0,350000.0,05/12/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,510.0,765000.0,11/10/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,685.0,616500.0,27/11/2023
Ariana,Raoued,Raoued,Sale,Houses,400.0,300000.0,14/09/2023
Nabeul,Kelibia,Kelibia,Land,Vacant land,500.0,200000.0,12/11/2023
Sfax,Sfax Ville,Sfax Ville,Sale,Surfaces,456.0,888888.0,23/08/2023
Tunis,La Marsa,La Marsa,Sale,3-room apartment,104.0,315000.0,02/12/2023
Tunis,La Marsa,La Marsa,Sale,Houses,563.0,2600000.0,22/10/2023
Ariana,La Soukra,La Soukra,Sale,2-room apartment,150.0,190000.0,22/05/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,80.0,650.0,31/10/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,520.0,473200.0,04/12/2023
Zaghouan,Zaghouan,Zaghouan,Land,Agricultural land,1450000.0,2900000.0,06/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,235.0,850000.0,04/12/2023
Tunis,Bab Bhar,Bab Bhar,Sale,4-room apartment,95.0,150000.0,11/11/2023
Ariana,Raoued,Raoued,Land,Vacant land,395.0,120000.0,16/11/2023
Ben arous,El Mourouj,El Mourouj,Sale,4-room apartment,107.0,227000.0,21/11/2023
Tunis,Carthage,Carthage,Rental,Houses,300.0,5000.0,07/11/2023
Nabeul,Hammamet,Hammamet,Rental,3-room apartment,100.0,500.0,14/10/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Vacation rental,2-room apartment,80.0,200.0,26/02/2015
Tunis,Bab Bhar,Bab Bhar,Rental,Other,110.0,2000.0,14/11/2023
Nabeul,El Haouaria,El Haouaria,Sale,Houses,70.0,125000.0,22/09/2023
Sousse,Akouda,Akouda,Land,Vacant land,631.0,200000.0,19/01/2022
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,Surfaces,22.0,1500.0,24/08/2023
Nabeul,Hammamet,Hammamet,Land,Agricultural land,10000.0,500000.0,27/02/2023
Ben arous,Fouchana,Fouchana,Offices & Shops,Office,165.0,1500.0,13/07/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,210.0,820000.0,30/11/2023
Tunis,La Marsa,La Marsa,Rental,Duplex,400.0,4500.0,22/10/2022
Tunis,El Menzah,El Menzah,Rental,5-room apartment and more,230.0,2300.0,07/11/2023
Nabeul,El Haouaria,El Haouaria,Sale,Surfaces,425.0,140000.0,30/11/2023
Tunis,El Menzah,El Menzah,Sale,Houses,675.0,2200000.0,01/12/2022
Ben arous,El Mourouj,El Mourouj,Rental,Other,2150.0,21500.0,24/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,250.0,1200000.0,05/12/2023
Nabeul,El Haouaria,El Haouaria,Sale,Houses,100.0,42000.0,09/07/2023
Tunis,La Marsa,La Marsa,Sale,Duplex,598.0,2000000.0,04/01/2023
Tunis,Bab Bhar,Bab Bhar,Sale,2-room apartment,49.0,130000.0,14/01/2023
Sfax,Sfax Ville,Sfax Ville,Land,Vacant land,488.0,45000.0,25/02/2022
Ariana,Ariana Ville,Ariana Ville,Sale,Houses,307.0,680000.0,24/03/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,400.0,44000.0,12/10/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Surfaces,100.0,2100.0,10/07/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,350.0,2800.0,06/09/2023
Medenine,Djerba - Midoun,Djerba - Midoun,Land,Vacant land,3500.0,300000.0,25/11/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,120.0,1750.0,11/01/2022
Tunis,La Marsa,La Marsa,Vacation rental,2-room apartment,55.0,350.0,01/08/2016
Tunis,El Menzah,El Menzah,Rental,5-room apartment and more,220.0,2500.0,25/05/2022
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,100.0,1400.0,19/10/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,1.0,2000.0,17/12/2022
Tunis,El Menzah,El Menzah,Rental,4-room apartment,180.0,1400.0,06/09/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,2482.0,2109700.0,19/09/2023
Monastir,Monastir,Monastir,Rental,1-room apartment,40.0,550.0,04/12/2023
Tunis,El Menzah,El Menzah,Sale,4-room apartment,100.0,300000.0,12/08/2023
Kasserine,Kasserine Nord,Kasserine Nord,Rental,3-room apartment,80.0,300.0,08/11/2023
Ariana,La Soukra,La Soukra,Sale,Houses,800.0,1070000.0,18/10/2023
Nabeul,El Haouaria,El Haouaria,Sale,Houses,600.0,350000.0,01/07/2023
Nabeul,Hammamet,Hammamet,Rental,3-room apartment,145.0,1300.0,31/01/2023
Nabeul,Kelibia,Kelibia,Land,Agricultural land,5000.0,150000.0,03/10/2023
Ariana,Raoued,Raoued,Land,Vacant land,775.0,250000.0,27/09/2023
Bizerte,Bizerte Nord,Bizerte Nord,Sale,Surfaces,400.0,48000.0,13/10/2023
Nabeul,Kelibia,Kelibia,Land,Agricultural land,300.0,180000.0,21/03/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,230.0,550000.0,13/09/2023
Tunis,Le Bardo,Le Bardo,Sale,Houses,750.0,750000.0,24/11/2020
Nabeul,Kelibia,Kelibia,Sale,Houses,180.0,170000.0,24/03/2023
Nabeul,El Haouaria,El Haouaria,Land,Agricultural land,30000.0,360000.0,01/09/2023
Bizerte,Bizerte Nord,Bizerte Nord,Rental,1-room apartment,50.0,360.0,25/10/2023
Sousse,Akouda,Akouda,Sale,Houses,380.0,280000.0,01/07/2022
Tunis,La Marsa,La Marsa,Rental,Surfaces,50.0,1000.0,07/11/2020
Sousse,Hammam Sousse,Hammam Sousse,Sale,Houses,720.0,2700000.0,11/09/2022
Sousse,Kalaa El Kebira,Kalaa El Kebira,Land,Agricultural land,48000.0,600000.0,10/03/2022
Monastir,Sayada Lamta Bou Hajar,Sayada Lamta Bou Hajar,Offices & Shops,Office,85.0,600.0,06/10/2023
Nabeul,Nabeul,Nabeul,Vacation rental,2-room apartment,70.0,2500.0,08/08/2022
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,150.0,1700.0,04/11/2023
Tunis,Carthage,Carthage,Sale,Houses,932.0,8500000.0,27/04/2023
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Office,20.0,450.0,24/11/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,1-room apartment,68.0,339000.0,04/07/2023
Ariana,Ariana Ville,Ariana Ville,Offices & Shops,Business property,60.0,115000.0,24/09/2023
Ben arous,Hammam Chatt,Hammam Chatt,Sale,2-room apartment,94.0,165000.0,28/11/2023
Ben arous,El Mourouj,El Mourouj,Rental,2-room apartment,75.0,600.0,07/11/2023
Tunis,La Marsa,La Marsa,Land,Vacant land,1505.0,752500.0,02/11/2023
Sousse,Hammam Sousse,Hammam Sousse,Rental,2-room apartment,50.0,750.0,26/07/2023
Ariana,La Soukra,La Soukra,Sale,Duplex,186.0,700000.0,17/11/2023
Tunis,La Medina,La Medina,Rental,1-room apartment,25.0,150.0,04/12/2023
Ariana,Ariana Ville,Ariana Ville,Sale,3-room apartment,155.0,330000.0,18/06/2023
Nabeul,Kelibia,Kelibia,Sale,2-room apartment,110.0,250000.0,22/09/2022
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,800000.0,05/12/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,4070.0,7122500.0,20/11/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Rental,Houses,300.0,950.0,17/11/2023
Tunis,Cite El Khadra,Cite El Khadra,Sale,3-room apartment,100.0,330000.0,10/10/2023
Sfax,Sakiet Eddaier,Sakiet Eddaier,Rental,Houses,208.0,850.0,05/12/2023
Tunis,Le Bardo,Le Bardo,Vacation rental,4-room apartment,100.0,570.0,12/05/2023
Tunis,Cite El Khadra,Cite El Khadra,Rental,Surfaces,750.0,15000.0,25/11/2023
Sousse,Sousse Jaouhara,Sousse Jaouhara,Sale,Houses,346.0,800000.0,09/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,255.0,880000.0,02/11/2023
Sousse,Sousse Ville,Sousse Ville,Rental,2-room apartment,60.0,1000.0,26/11/2023
Monastir,Sayada Lamta Bou Hajar,Sayada Lamta Bou Hajar,Sale,Houses,211.0,120000.0,09/11/2023
Gabes,El Hamma,El Hamma,Land,Vacant land,200000.0,7425000.0,19/10/2023
Ben arous,Mornag,Mornag,Land,Agricultural land,500.0,135000.0,04/12/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Rental,3-room apartment,150.0,1100.0,05/12/2023
Ariana,Mnihla,Mnihla,Land,Vacant land,354.0,156000.0,04/07/2023
Tunis,La Marsa,La Marsa,Rental,2-room apartment,75.0,1900.0,15/09/2023
Ben arous,El Mourouj,El Mourouj,Sale,Duplex,170.0,365000.0,07/11/2023
Tunis,El Omrane Superieur,El Omrane Superieur,Rental,2-room apartment,70.0,250.0,28/09/2023
Tunis,Bab Bhar,Bab Bhar,Rental,4-room apartment,150.0,1200.0,18/06/2023
Sousse,Sousse Jaouhara,Sousse Jaouhara,Sale,4-room apartment,130.0,210000.0,25/04/2023
Tunis,La Marsa,La Marsa,Land,Vacant land,2452.0,9800000.0,12/05/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,50.0,800.0,31/07/2023
Sfax,Sfax Ville,Sfax Ville,Rental,Other,260.0,1200.0,16/09/2023
Ben arous,Fouchana,Fouchana,Rental,Surfaces,450.0,2700.0,04/12/2023
Ariana,Mnihla,Mnihla,Sale,Surfaces,238.0,50000.0,27/10/2023
Nabeul,Kelibia,Kelibia,Sale,Surfaces,467.0,165000.0,22/10/2023
Tunis,La Marsa,La Marsa,Rental,2-room apartment,140.0,3000.0,14/09/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,4-room apartment,1.0,2500.0,04/05/2023
Ariana,Mnihla,Mnihla,Rental,2-room apartment,70.0,900.0,05/12/2023
Sousse,Sousse Jaouhara,Sousse Jaouhara,Sale,3-room apartment,90.0,235000.0,23/06/2022
Ariana,La Soukra,La Soukra,Rental,Surfaces,113.0,850.0,12/11/2023
Tunis,El Menzah,El Menzah,Land,Vacant land,375.0,1087500.0,02/02/2023
Tunis,Bab Bhar,Bab Bhar,Sale,Other,210.0,900000.0,16/09/2023
Ben arous,Hammam Lif,Hammam Lif,Sale,3-room apartment,115.0,260000.0,04/08/2023
Manouba,Mannouba,Mannouba,Sale,Other,945.0,1323000.0,28/09/2023
Ariana,La Soukra,La Soukra,Rental,2-room apartment,140.0,1000.0,05/12/2023
Tunis,La Marsa,La Marsa,Rental,Other,250.0,3000.0,03/11/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Vacation rental,2-room apartment,80.0,150.0,26/01/2016
Nabeul,Hammamet,Hammamet,Offices & Shops,Free management,400.0,5000.0,12/07/2023
Sousse,Kalaa Essghira,Kalaa Essghira,Sale,Houses,95.0,80000.0,16/01/2023
Tunis,La Marsa,La Marsa,Rental,Houses,160.0,1500.0,30/09/2023
Ben arous,Ben Arous,Ben Arous,Offices & Shops,Free management,80.0,1500.0,22/11/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,840.0,2000000.0,24/10/2023
Nabeul,Nabeul,Nabeul,Rental,3-room apartment,105.0,1000.0,03/11/2023
Nabeul,Soliman,Soliman,Land,Vacant land,30000.0,3000000.0,27/06/2023
Nabeul,Hammamet,Hammamet,Rental,2-room apartment,70.0,750.0,16/10/2023
Tunis,La Marsa,La Marsa,Rental,4-room apartment,135.0,1200.0,22/09/2023
Ariana,Raoued,Raoued,Sale,Houses,300.0,575000.0,12/09/2023
Tunis,El Kabbaria,El Kabbaria,Land,Vacant land,100.0,110000.0,18/11/2023
Tunis,El Menzah,El Menzah,Sale,Houses,470.0,1300000.0,09/05/2023
Tunis,Le Bardo,Le Bardo,Rental,4-room apartment,100.0,850.0,06/11/2023
Manouba,Jedaida,Jedaida,Land,Vacant land,262.0,125000.0,07/11/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,65.0,800.0,05/11/2023
Tunis,Bab Souika,Bab Souika,Rental,2-room apartment,50.0,400.0,07/11/2022
Tunis,Bab Bhar,Bab Bhar,Sale,5-room apartment and more,140.0,180000.0,08/05/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,87.0,230000.0,15/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,320.0,850000.0,29/11/2023
Ariana,La Soukra,La Soukra,Sale,Houses,300.0,1100000.0,15/11/2023
Manouba,Mannouba,Mannouba,Rental,3-room apartment,100.0,800.0,07/09/2023
Tunis,Carthage,Carthage,Offices & Shops,Surfaces,55.0,1800.0,04/09/2023
Ben arous,Ben Arous,Ben Arous,Sale,Houses,530.0,850000.0,30/08/2023
Sousse,Sidi Bou Ali,Sidi Bou Ali,Land,Agricultural land,14252.0,300000.0,23/02/2022
Gabes,Gabes Sud,Gabes Sud,Vacation rental,1-room apartment,80.0,350.0,15/10/2021
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,2-room apartment,70.0,267000.0,03/11/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,43.0,115000.0,29/09/2023
Tunis,La Marsa,La Marsa,Rental,4-room apartment,130.0,2200.0,11/10/2023
Ben arous,Megrine,Megrine,Land,Vacant land,600.0,450000.0,01/09/2023
Ben arous,El Mourouj,El Mourouj,Sale,4-room apartment,107.0,159000.0,22/11/2023
Nabeul,Nabeul,Nabeul,Rental,5-room apartment and more,800.0,10500.0,03/06/2021
Nabeul,Hammamet,Hammamet,Sale,Houses,350.0,1200000.0,13/10/2023
Nabeul,Hammamet,Hammamet,Sale,3-room apartment,105.0,370000.0,27/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,275.0,850000.0,05/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,4-room apartment,110.0,1500.0,11/09/2023
Zaghouan,Zaghouan,Zaghouan,Land,Agricultural land,60000.0,300000.0,20/10/2023
Tunis,Bab Bhar,Bab Bhar,Rental,4-room apartment,110.0,1700.0,09/09/2023
Ben arous,Hammam Chatt,Hammam Chatt,Sale,3-room apartment,107.0,170000.0,02/01/2023
Nabeul,Kelibia,Kelibia,Sale,3-room apartment,82.0,155000.0,19/11/2022
Ariana,La Soukra,La Soukra,Land,Vacant land,600.0,660000.0,04/07/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,120.0,2000.0,01/05/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,1-room apartment,1.0,1700.0,08/09/2023
Ben arous,El Mourouj,El Mourouj,Offices & Shops,Business property,38.0,43000.0,23/10/2023
Tunis,La Marsa,La Marsa,Offices & Shops,Office,200.0,3800.0,13/01/2023
Tunis,Le Bardo,Le Bardo,Sale,Houses,615.0,650000.0,08/07/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,70.0,1000.0,10/10/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Other,200.0,450.0,03/10/2023
Tunis,El Menzah,El Menzah,Offices & Shops,Free management,30.0,1500.0,20/10/2023
Tunis,El Menzah,El Menzah,Rental,Houses,180.0,1700.0,09/03/2023
Nabeul,Beni Khiar,Beni Khiar,Land,Agricultural land,26000.0,260000.0,27/10/2023
Tunis,Bab Souika,Bab Souika,Sale,Houses,65.0,83000.0,15/11/2023
Tunis,El Menzah,El Menzah,Sale,Houses,450.0,1230000.0,29/11/2023
Ben arous,Hammam Lif,Hammam Lif,Rental,2-room apartment,65.0,750.0,11/07/2023
Nabeul,Hammamet,Hammamet,Sale,2-room apartment,76.0,235000.0,22/09/2023
Tunis,Ettahrir,Ettahrir,Land,Vacant land,400.0,328000.0,23/03/2021
Bizerte,Bizerte Nord,Bizerte Nord,Land,Vacant land,525.0,70000.0,14/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,255.0,880000.0,29/09/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,70.0,1150.0,04/11/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,300.0,750000.0,21/11/2023
Tunis,El Menzah,El Menzah,Sale,Houses,498.0,1720000.0,19/10/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,790.0,1738000.0,24/10/2023
Nabeul,Hammamet,Hammamet,Rental,3-room apartment,120.0,1500.0,07/08/2021
Ariana,La Soukra,La Soukra,Land,Vacant land,6202.0,6822200.0,17/11/2023
Tunis,Bab Bhar,Bab Bhar,Rental,1-room apartment,1.0,400.0,25/11/2023
Tunis,La Marsa,La Marsa,Land,Vacant land,5800.0,5800000.0,16/12/2022
Tunis,El Menzah,El Menzah,Sale,Houses,450.0,1250000.0,26/11/2023
Ariana,Ariana Ville,Ariana Ville,Sale,4-room apartment,155.0,385000.0,09/09/2023
Ariana,Ariana Ville,Ariana Ville,Sale,Duplex,220.0,750000.0,29/11/2023
Tunis,La Marsa,La Marsa,Offices & Shops,Office,115.0,1700.0,06/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,560.0,1100000.0,14/10/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,814.0,284900.0,24/10/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,1.0,2000.0,07/09/2023
Tunis,El Menzah,El Menzah,Sale,4-room apartment,180.0,450000.0,14/09/2023
Tunis,Le Bardo,Le Bardo,Vacation rental,Houses,125.0,580.0,07/05/2023
Tunis,La Marsa,La Marsa,Land,Vacant land,634.0,1521600.0,19/09/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,362.0,450000.0,07/10/2023
Ariana,Ariana Ville,Ariana Ville,Sale,3-room apartment,160.0,500000.0,12/10/2023
Tunis,Sidi Hassine,Sidi Hassine,Rental,Surfaces,3200.0,25000.0,30/03/2023
Ben arous,Megrine,Megrine,Sale,Houses,414.0,580000.0,08/11/2023
Tunis,Bab Bhar,Bab Bhar,Rental,3-room apartment,1.0,750.0,30/11/2023
Ariana,Raoued,Raoued,Sale,Houses,223.0,310000.0,12/11/2022
Nabeul,Kelibia,Kelibia,Rental,4-room apartment,180.0,250.0,29/10/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Other,40.0,900.0,08/09/2023
Nabeul,Nabeul,Nabeul,Rental,3-room apartment,100.0,480.0,10/05/2023
Mahdia,Ksour Essaf,Ksour Essaf,Vacation rental,Houses,100.0,700.0,07/06/2021
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,143.0,2500.0,01/09/2023
